age,education,hispanic,household_income,race_ethnicity,extra_covid_worn_mask,state,trump_biden,binary,household_income_grouped,education_grouped,age_group
54,"Completed some college, but no degree",not hispanic,"$30,000 to $34,999",white,Yes,IN,Donald Trump,1,$25k to $50k,Participated in Higher Education,36-55
39,High school graduate,not hispanic,"Less than $14,999",white,Yes,WA,Joe Biden,0,$25k or less,Completed HS,36-55
36,"Completed some college, but no degree",not hispanic,"$55,000 to $59,999",white,Yes,FL,Joe Biden,0,$50k to $75k,Participated in Higher Education,36-55
44,"College Degree (such as B.A., B.S.)",other,"$75,000 to $79,999",white,Yes,MN,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,36-55
19,"Completed some college, but no degree",cuban,"$90,000 to $94,999",white,Yes,FL,Joe Biden,0,$75k to $100k,Participated in Higher Education,18-35
26,"College Degree (such as B.A., B.S.)",mexican,"$30,000 to $34,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
34,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,WV,Donald Trump,1,$25k or less,Participated in Higher Education,18-35
69,Associate Degree,not hispanic,"Less than $14,999",white,Yes,KS,Donald Trump,1,$25k or less,Completed 1 Higher Education Degree,56-75
70,High school graduate,not hispanic,"$15,000 to $19,999",white,Yes,KY,Joe Biden,0,$25k or less,Completed HS,56-75
19,"Completed some college, but no degree",not hispanic,"$250,000 and above",white,Yes,TX,Joe Biden,0,$150k or more,Participated in Higher Education,18-35
36,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,Yes,OK,Joe Biden,0,$25k or less,Completed HS,36-55
31,High school graduate,not hispanic,"$40,000 to $44,999",black/african american/negro,Yes,TX,Joe Biden,0,$25k to $50k,Completed HS,18-35
41,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,CA,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
25,High school graduate,mexican,"$50,000 to $54,999","other race, nec",Yes,CA,Joe Biden,0,$50k to $75k,Completed HS,18-35
65,High school graduate,not hispanic,"$70,000 to $74,999",white,Yes,PA,Donald Trump,1,$50k to $75k,Completed HS,56-75
34,Masters degree,not hispanic,"$45,000 to $49,999",black/african american/negro,Yes,WI,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree or more,18-35
48,Completed some high school,not hispanic,"$20,000 to $24,999",black/african american/negro,Yes,GA,Joe Biden,0,$25k or less,Completed some HS,36-55
66,High school graduate,not hispanic,"$80,000 to $84,999",white,Yes,OH,Donald Trump,1,$75k to $100k,Completed HS,56-75
42,Masters degree,not hispanic,"$250,000 and above",white,Yes,NJ,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
59,High school graduate,not hispanic,"$20,000 to $24,999",white,Yes,FL,Donald Trump,1,$25k or less,Completed HS,56-75
32,Completed some high school,mexican,"Less than $14,999",black/african american/negro,Yes,TX,Donald Trump,1,$25k or less,Completed some HS,18-35
52,"College Degree (such as B.A., B.S.)",not hispanic,"$60,000 to $64,999",black/african american/negro,Yes,TX,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
30,Other post high school vocational training,not hispanic,"$25,000 to $29,999",white,Yes,WV,Donald Trump,1,$25k to $50k,Participated in Higher Education,18-35
40,Associate Degree,not hispanic,"$100,000 to $124,999",white,Yes,PA,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,36-55
52,"Completed some college, but no degree",other,"$95,000 to $99,999",white,Yes,NC,Joe Biden,0,$75k to $100k,Participated in Higher Education,36-55
40,"College Degree (such as B.A., B.S.)",not hispanic,"$60,000 to $64,999",white,Yes,VA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
40,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,36-55
40,"College Degree (such as B.A., B.S.)",not hispanic,"$125,000 to $149,999",white,Yes,CA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,36-55
74,"College Degree (such as B.A., B.S.)",not hispanic,"$250,000 and above",white,Yes,VA,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree,56-75
49,Other post high school vocational training,not hispanic,"Less than $14,999",black/african american/negro,Yes,IL,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
45,"College Degree (such as B.A., B.S.)",not hispanic,"$60,000 to $64,999",white,No,NC,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,36-55
41,Masters degree,not hispanic,"$150,000 to $174,999",white,Yes,FL,Joe Biden,0,$150k or more,Completed 1 Higher Education Degree or more,36-55
34,"College Degree (such as B.A., B.S.)",other,"$125,000 to $149,999",white,Yes,TX,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
50,Doctorate degree,not hispanic,"$50,000 to $54,999",asian or pacific islander,Yes,MA,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree or more,36-55
69,High school graduate,not hispanic,"$25,000 to $29,999",white,Yes,GA,Donald Trump,1,$25k to $50k,Completed HS,56-75
39,Associate Degree,not hispanic,"$100,000 to $124,999",white,Yes,NY,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,36-55
45,High school graduate,not hispanic,"$45,000 to $49,999",white,Yes,KY,Donald Trump,1,$25k to $50k,Completed HS,36-55
77,"Completed some college, but no degree",not hispanic,"$70,000 to $74,999",white,Yes,AZ,Joe Biden,0,$50k to $75k,Participated in Higher Education,76 or Older
49,Masters degree,Other Hispanic,"$50,000 to $54,999",black/african american/negro,Yes,NY,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,36-55
71,"Completed some college, but no degree",not hispanic,"$100,000 to $124,999",white,Yes,FL,Joe Biden,0,$100k to $150k,Participated in Higher Education,56-75
39,High school graduate,mexican,"$40,000 to $44,999",white,Yes,TX,Joe Biden,0,$25k to $50k,Completed HS,36-55
22,"College Degree (such as B.A., B.S.)",mexican,"$90,000 to $94,999",white,Yes,TX,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree,18-35
36,High school graduate,Other Hispanic,"$15,000 to $19,999",white,Yes,WI,Joe Biden,0,$25k or less,Completed HS,36-55
35,Doctorate degree,mexican,"$100,000 to $124,999",white,Yes,FL,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree or more,18-35
20,"College Degree (such as B.A., B.S.)",not hispanic,"$60,000 to $64,999",white,Yes,CA,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,18-35
34,"Completed some graduate, but no degree",cuban,"$70,000 to $74,999",white,Yes,FL,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
31,High school graduate,mexican,"$40,000 to $44,999",white,No,ID,Joe Biden,0,$25k to $50k,Completed HS,18-35
32,Doctorate degree,not hispanic,"Less than $14,999",white,Yes,NY,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree or more,18-35
20,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",black/african american/negro,Yes,CT,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree,18-35
34,"College Degree (such as B.A., B.S.)",not hispanic,"$85,000 to $89,999",white,Yes,NC,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,18-35
26,"College Degree (such as B.A., B.S.)",mexican,"$20,000 to $24,999","other race, nec",Yes,CA,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,18-35
28,High school graduate,not hispanic,"$50,000 to $54,999",white,Yes,NV,Joe Biden,0,$50k to $75k,Completed HS,18-35
62,"Completed some college, but no degree",not hispanic,"$150,000 to $174,999",white,Yes,CA,Joe Biden,0,$150k or more,Participated in Higher Education,56-75
45,Other post high school vocational training,not hispanic,"$50,000 to $54,999",white,No,IA,Donald Trump,1,$50k to $75k,Participated in Higher Education,36-55
39,Masters degree,not hispanic,"$50,000 to $54,999",asian or pacific islander,Yes,NJ,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree or more,36-55
39,Other post high school vocational training,not hispanic,"Less than $14,999",white,No,UT,Donald Trump,1,$25k or less,Participated in Higher Education,36-55
29,"College Degree (such as B.A., B.S.)",not hispanic,"$50,000 to $54,999",white,Yes,CA,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,18-35
68,Associate Degree,not hispanic,"$40,000 to $44,999",black/african american/negro,Yes,CT,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
46,"College Degree (such as B.A., B.S.)",not hispanic,"$55,000 to $59,999",white,Yes,NV,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,36-55
60,High school graduate,not hispanic,"Less than $14,999",white,Yes,OH,Donald Trump,1,$25k or less,Completed HS,56-75
21,"Completed some college, but no degree",not hispanic,"$25,000 to $29,999",white,Yes,MN,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
58,High school graduate,not hispanic,"Less than $14,999",black/african american/negro,No,MS,Joe Biden,0,$25k or less,Completed HS,56-75
20,"Completed some graduate, but no degree",mexican,"$15,000 to $19,999",white,Yes,CA,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree or more,18-35
62,"College Degree (such as B.A., B.S.)",not hispanic,"Less than $14,999",white,Yes,KY,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,56-75
18,High school graduate,other,"$25,000 to $29,999",white,Yes,CA,Donald Trump,1,$25k to $50k,Completed HS,18-35
42,"College Degree (such as B.A., B.S.)",not hispanic,"$200,000 to $249,999",white,Yes,NY,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
29,"College Degree (such as B.A., B.S.)",other,"$35,000 to $39,999","other race, nec",Yes,FL,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree,18-35
84,"College Degree (such as B.A., B.S.)",not hispanic,"$60,000 to $64,999",white,Yes,TX,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,76 or Older
34,"Completed some college, but no degree",not hispanic,"$35,000 to $39,999",white,Yes,TX,Donald Trump,1,$25k to $50k,Participated in Higher Education,18-35
45,"College Degree (such as B.A., B.S.)",other,"$80,000 to $84,999",white,Yes,CA,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree,36-55
26,"College Degree (such as B.A., B.S.)",mexican,"$30,000 to $34,999",white,Yes,OR,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,18-35
30,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",asian or pacific islander,Yes,NJ,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
31,Completed some high school,not hispanic,"Less than $14,999",white,Yes,IA,Donald Trump,1,$25k or less,Completed some HS,18-35
29,"College Degree (such as B.A., B.S.)",mexican,"$75,000 to $79,999","other race, nec",Yes,CA,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,18-35
42,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,CA,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
39,High school graduate,other,"$25,000 to $29,999","other race, nec",Yes,NJ,Joe Biden,0,$25k to $50k,Completed HS,36-55
66,"College Degree (such as B.A., B.S.)",mexican,"$25,000 to $29,999",white,Yes,CA,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree,56-75
52,"Completed some college, but no degree",not hispanic,"$40,000 to $44,999",white,No,SC,Donald Trump,1,$25k to $50k,Participated in Higher Education,36-55
72,"Completed some graduate, but no degree",not hispanic,"$25,000 to $29,999",white,Yes,TX,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree or more,56-75
24,Other post high school vocational training,mexican,"$30,000 to $34,999","other race, nec",Yes,CA,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
62,"Completed some college, but no degree",mexican,"$30,000 to $34,999",white,Yes,TX,Donald Trump,1,$25k to $50k,Participated in Higher Education,56-75
25,"College Degree (such as B.A., B.S.)",mexican,"$85,000 to $89,999",white,Yes,NY,Donald Trump,1,$75k to $100k,Completed 1 Higher Education Degree,18-35
64,High school graduate,not hispanic,"$20,000 to $24,999",white,Yes,AZ,Donald Trump,1,$25k or less,Completed HS,56-75
35,Doctorate degree,mexican,"$150,000 to $174,999",white,Yes,IN,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree or more,18-35
29,Other post high school vocational training,mexican,"$25,000 to $29,999","other race, nec",Yes,NJ,Joe Biden,0,$25k to $50k,Participated in Higher Education,18-35
50,"Completed some college, but no degree",not hispanic,"$15,000 to $19,999",white,Yes,FL,Donald Trump,1,$25k or less,Participated in Higher Education,36-55
31,"College Degree (such as B.A., B.S.)",mexican,"$100,000 to $124,999",white,Yes,CA,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,18-35
73,"College Degree (such as B.A., B.S.)",other,"$95,000 to $99,999",white,Yes,NC,Joe Biden,0,$75k to $100k,Completed 1 Higher Education Degree,56-75
42,"Completed some college, but no degree",mexican,"$20,000 to $24,999",white,Yes,TX,Donald Trump,1,$25k or less,Participated in Higher Education,36-55
51,"College Degree (such as B.A., B.S.)",not hispanic,"$250,000 and above",white,Yes,CA,Donald Trump,1,$150k or more,Completed 1 Higher Education Degree,36-55
34,Associate Degree,mexican,"Less than $14,999",white,Yes,LA,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,18-35
72,Associate Degree,not hispanic,"$65,000 to $69,999",white,Yes,NJ,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,56-75
71,Masters degree,not hispanic,"$45,000 to $49,999",white,Yes,MT,Donald Trump,1,$25k to $50k,Completed 1 Higher Education Degree or more,56-75
68,"College Degree (such as B.A., B.S.)",not hispanic,"$65,000 to $69,999",white,No,MN,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree,56-75
22,"Completed some college, but no degree",not hispanic,"$20,000 to $24,999",black/african american/negro,Yes,KS,Joe Biden,0,$25k or less,Participated in Higher Education,18-35
40,Masters degree,not hispanic,"$125,000 to $149,999",white,Yes,MD,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
34,"Completed some graduate, but no degree",not hispanic,"$45,000 to $49,999",asian or pacific islander,Yes,AL,Joe Biden,0,$25k to $50k,Completed 1 Higher Education Degree or more,18-35
49,Masters degree,not hispanic,"$100,000 to $124,999",white,Yes,MN,Joe Biden,0,$100k to $150k,Completed 1 Higher Education Degree or more,36-55
43,"Completed some college, but no degree",not hispanic,"Less than $14,999",black/african american/negro,Yes,CA,Joe Biden,0,$25k or less,Participated in Higher Education,36-55
50,Other post high school vocational training,mexican,"$45,000 to $49,999",white,Yes,TX,Joe Biden,0,$25k to $50k,Participated in Higher Education,36-55
60,"Completed some college, but no degree",not hispanic,"$50,000 to $54,999",black/african american/negro,Yes,MD,Joe Biden,0,$50k to $75k,Participated in Higher Education,56-75
37,Completed some high school,not hispanic,"$30,000 to $34,999",white,Yes,AL,Donald Trump,1,$25k to $50k,Completed some HS,36-55
63,"Completed some college, but no degree",not hispanic,"Less than $14,999",white,Yes,FL,Joe Biden,0,$25k or less,Participated in Higher Education,56-75
23,"College Degree (such as B.A., B.S.)",not hispanic,"Less than $14,999",asian or pacific islander,Yes,CA,Joe Biden,0,$25k or less,Completed 1 Higher Education Degree,18-35
30,"College Degree (such as B.A., B.S.)",mexican,"$50,000 to $54,999","other race, nec",Yes,TX,Joe Biden,0,$50k to $75k,Completed 1 Higher Education Degree,18-35
28,Masters degree,not hispanic,"$70,000 to $74,999",white,Yes,AR,Donald Trump,1,$50k to $75k,Completed 1 Higher Education Degree or more,18-35
18,High school graduate,mexican,"$100,000 to $124,999",american indian or alaska native,Yes,IL,Joe Biden,0,$100k to $150k,Completed HS,18-35
18,High school graduate,not hispanic,"$100,000 to $124,999",asian or pacific islander,Yes,CA,Joe Biden,0,$100k to $150k,Completed HS,18-35
45,"College Degree (such as B.A., B.S.)",not hispanic,"$100,000 to $124,999",white,Yes,IL,Donald Trump,1,$100k to $150k,Completed 1 Higher Education Degree,36-55
20,High school graduate,mexican,"Less than $14,999","other race, nec",Yes,NJ,Joe Biden,0,$25k or less,Completed HS,18-35
